tweet_id, retweet_count, favorite_count 
735991953473572864,1117,3507
735648611367784448,1076,3944
735635087207878657,2285,6018
735274964362878976,4887,12718
735256018284875776,855,3251
735137028879360001,949,3061
734912297295085568,513,2687
734787690684657664,6132,12220
734776360183431168,523,2448
734559631394082816,385,1450
733828123016450049,759,3495
733822306246479872,995,3575
733482008106668032,920,3060
733460102733135873,1246,4086
733109485275860992,16413,49046
732732193018155009,522,2371
732726085725589504,868,3469
732585889486888962,760,3581
732375214819057664,2444,7891
732005617171337216,5250,14525
731285275100512256,972,3410
731156023742988288,1233,3747
730924654643314689,1927,5996
730573383004487680,2074,4772
730427201120833536,1015,3403
730211855403241472,1033,3727
730196704625098752,1840,4714
729854734790754305,1094,3938
729838605770891264,370,1685
729823566028484608,1214,3881
729463711119904772,2254,5645
729113531270991872,310,1832
728986383096946689,799,3070
728760639972315136,1656,4554
728751179681943552,658,2695
728653952833728512,1010,3228
728409960103686147,1936,4781
728387165835677696,936,3612
728046963732717569,1168,4198
728035342121635841,1627,4450
728015554473250816,1079,4029
727685679342333952,624,2890
727644517743104000,1694,5731
727524757080539137,1183,4367
727314416056803329,720,3252
727286334147182592,793,2982
727175381690781696,1350,3822
727155742655025152,1290,3540
726935089318363137,2370,6710
726887082820554753,1477,3731
726828223124897792,977,3478
726224900189511680,1109,4312
725842289046749185,2591,6896
725786712245440512,1333,4077
725729321944506368,1733,5082
725458796924002305,596,1380
724983749226668032,1274,3648
724771698126512129,617,2286
724405726123311104,1610,5148
724049859469295616,1731,4222
724046343203856385,542,2596
724004602748780546,1499,4086
723912936180330496,1199,3790
723688335806480385,2850,7485
723673163800948736,866,2938
723179728551723008,1807,5173
722974582966214656,1525,3998
722613351520608256,1594,4847
721503162398597120,1780,4503
721001180231503872,594,2466
720785406564900865,746,3030
720775346191278080,642,2402
720415127506415616,1452,4029
720389942216527872,2432,6198
720340705894408192,947,2798
720059472081784833,1096,3764
720043174954147842,1950,4786
719991154352222208,1687,4706
719704490224398336,1386,4421
719551379208073216,1838,4929
719367763014393856,725,2725
719339463458033665,1197,4325
719332531645071360,920,3346
718971898235854848,1046,3400
718939241951195136,1707,5116
718631497683582976,7798,18400
718613305783398402,470,2378
718540630683709445,989,2389
718460005985447936,511,2629
718454725339934721,1472,4744
718246886998687744,481,1862
718234618122661888,960,3773
717841801130979328,588,2392
717790033953034240,1077,2805
717537687239008257,1798,5625
717428917016076293,433,1578
717421804990701568,815,3081
717047459982213120,1874,6132
717009362452090881,938,3157
716802964044845056,1138,4181
716791146589110272,1535,7977
716730379797970944,417,1203
716447146686459905,5703,12717
716439118184652801,203,2324
716285507865542656,1020,2698
716080869887381504,1851,6612
715928423106027520,856,3116
715758151270801409,1392,3625
715733265223708672,1642,4547
715704790270025728,555,2714
715696743237730304,1255,3814
715680795826982913,1566,4182
715360349751484417,1519,5329
715342466308784130,673,2971
715220193576927233,631,2362
715200624753819648,1827,5015
715009755312439296,1189,4046
714982300363173890,1008,3634
714962719905021952,4130,7159
714957620017307648,1375,4042
714631576617938945,964,3196
714606013974974464,902,3541
714485234495041536,1094,2601
714258258790387713,708,2958
714251586676113411,814,3187
714214115368108032,848,2219
714141408463036416,1357,4207
713919462244790272,774,3209
713909862279876608,525,1847
713900603437621249,717,2769
713761197720473600,1335,4732
713411074226274305,1268,4324
713177543487135744,2776,7035
713175907180089344,1436,4348
712809025985978368,6539,18568
712717840512598017,4828,12014
712668654853337088,1183,4073
712438159032893441,1525,5187
712309440758808576,25,234
712097430750289920,1004,3682
712092745624633345,862,2865
712085617388212225,476,3206
712065007010385924,607,2204
711998809858043904,125,0
711968124745228288,2238,7848
711743778164514816,966,2771
711732680602345472,3982,8608
711694788429553666,17863,32039
711652651650457602,891,3754
711363825979756544,1102,3550
711306686208872448,717,3214
711008018775851008,595,2926
710997087345876993,1346,4461
710844581445812225,667,2488
710833117892898816,517,2623
710658690886586372,546,2252
710609963652087808,2312,4683
710588934686908417,1811,4417
710296729921429505,719,2315
710283270106132480,510,2104
710272297844797440,1214,4414
710269109699739648,1086,2335
710153181850935296,870,2844
710140971284037632,856,2687
710117014656950272,1935,5329
709918798883774466,1061,3416
709901256215666688,99,647
709852847387627521,1174,3433
709566166965075968,1168,3468
709556954897764353,1044,3211
709519240576036864,231,1460
709449600415961088,557,2158
709409458133323776,661,2551
709225125749587968,561,2359
709207347839836162,5623,12200
709198395643068416,628,2382
709179584944730112,654,1952
709158332880297985,406,1986
709042156699303936,1588,4616
708853462201716736,642,1765
708845821941387268,876,2911
708834316713893888,489,1647
708810915978854401,6742,16055
708738143638450176,790,2695
708711088997666817,699,2471
708479650088034305,665,2489
708469915515297792,798,3027
708400866336894977,9795,15584
708356463048204288,1285,3490
708349470027751425,720,2299
708149363256774660,1518,4190
708130923141795840,833,3305
708119489313951744,960,2628
708109389455101952,540,1901
708026248782585858,1881,4296
707995814724026368,1099,3056
707983188426153984,2,49
707969809498152960,940,2630
707776935007539200,932,3202
707741517457260545,594,2426
707738799544082433,2402,3979
707693576495472641,963,3319
707629649552134146,848,2504
707610948723478529,6184,16557
707420581654872064,677,2211
707411934438625280,583,2249
707387676719185920,1251,3416
707377100785885184,1065,3194
707315916783140866,626,2415
707297311098011648,763,2708
707059547140169728,656,2541
707038192327901184,765,2135
707021089608753152,1322,3983
707014260413456384,584,2260
706904523814649856,7657,14225
706901761596989440,572,2002
706681918348251136,951,3222
706644897839910912,1059,2513
706593038911545345,616,2106
706538006853918722,1396,3391
706516534877929472,1011,3044
706346369204748288,906,3373
706310011488698368,7715,20781
706291001778950144,469,1668
706265994973601792,911,2675
706169069255446529,2147,3814
706166467411222528,1562,5025
706153300320784384,376,1449
705975130514706432,715,3032
705970349788291072,874,3108
705898680587526145,539,2312
705786532653883392,504,1888
705591895322394625,1121,3100
705475953783398401,891,2894
705442520700944385,1582,4326
705428427625635840,1636,3731
705239209544720384,733,2937
705223444686888960,784,2540
705102439679201280,505,2096
705066031337840642,605,2141
704871453724954624,1091,4180
704859558691414016,526,2201
704847917308362754,1489,4959
704819833553219584,958,2581
704761120771465216,2856,6494
704499785726889984,993,2847
704491224099647488,76,732
704480331685040129,1043,3317
704364645503647744,3464,7797
704347321748819968,341,1541
704134088924532736,446,1471
704113298707505153,559,1809
704054845121142784,896,2850
703774238772166656,445,1801
703769065844768768,1116,3198
703631701117943808,665,2516
703611486317502464,1491,3749
703425003149250560,1334,3727
703407252292673536,677,2383
703382836347330562,1117,3422
703356393781329922,376,1867
703268521220972544,533,1933
703079050210877440,3002,7220
703041949650034688,12150,25741
702932127499816960,704,2520
702899151802126337,442,1580
702684942141153280,1049,3162
702671118226825216,546,2155
702598099714314240,3358,11948
702539513671897089,935,2815
702332542343577600,1513,3116
702321140488925184,1020,3207
702276748847800320,754,2416
702217446468493312,1310,4671
701981390485725185,964,3364
701952816642965504,1004,3765
701889187134500865,1353,3464
701805642395348998,1628,3336
701601587219795968,441,2052
701570477911896070,908,2750
701545186879471618,597,2612
701214700881756160,4967,11930
700890391244103680,557,2175
700864154249383937,608,2548
700847567345688576,491,2402
700796979434098688,919,2384
700747788515020802,9058,22311
700518061187723268,781,2554
700505138482569216,555,2249
700462010979500032,1746,4030
700167517596164096,714,2576
700151421916807169,656,2194
700143752053182464,2644,7358
700062718104104960,675,2580
700029284593901568,573,2030
700002074055016451,1306,3235
699801817392291840,928,2981
699788877217865730,501,2186
699779630832685056,1203,2681
699775878809702401,589,1922
699691744225525762,4494,10055
699446877801091073,2555,5832
699434518667751424,502,2124
699423671849451520,317,1330
699413908797464576,614,2032
699370870310113280,430,1851
699323444782047232,841,3083
699088579889332224,617,2204
699079609774645248,638,2396
699072405256409088,1164,2902
699060279947165696,1756,3664
699036661657767936,1177,2546
698989035503689728,951,3274
698953797952008193,890,2618
698907974262222848,608,2487
698710712454139905,662,2413
698703483621523456,368,1416
698635131305795584,336,1267
698549713696649216,611,2274
698355670425473025,434,1804
698342080612007937,939,2222
698262614669991936,1956,4663
698195409219559425,5829,16400
698178924120031232,723,2759
697995514407682048,328,1490
697990423684476929,1264,3218
697943111201378304,659,2340
697881462549430272,1142,2955
697630435728322560,528,1707
697616773278015490,989,3086
697596423848730625,1230,2948
697575480820686848,488,2003
697516214579523584,1087,2002
697482927769255936,651,2362
697463031882764288,1372,3340
697270446429966336,1834,4601
697259378236399616,979,3232
697255105972801536,1128,2974
697242256848379904,653,2462
696900204696625153,1001,3094
696894894812565505,669,2296
696886256886657024,1753,4747
696877980375769088,695,2390
696754882863349760,355,1456
696744641916489729,912,2028
696713835009417216,634,2327
696518437233913856,1675,3818
696490539101908992,139,1189
696488710901260288,997,2460
696405997980676096,1128,3136
696100768806522880,635,1885
695816827381944320,1137,2952
695794761660297217,750,3094
695767669421768709,723,1817
695629776980148225,2046,4470
695446424020918272,1770,4305
695409464418041856,3489,8482
695314793360662529,1416,3555
695095422348574720,598,2580
695074328191332352,1068,2778
695064344191721472,578,1573
695051054296211456,773,2604
694925794720792577,898,2636
694905863685980160,913,2688
694669722378485760,14007,35049
694356675654983680,280,1475
694352839993344000,600,1988
694342028726001664,476,1550
694329668942569472,490,1957
694206574471057408,1991,4077
694183373896572928,908,2879
694001791655137281,999,3331
693993230313091072,394,1839
693942351086120961,359,1711
693647888581312512,570,2620
693644216740769793,121,1320
693642232151285760,402,2484
693629975228977152,777,2391
693622659251335168,364,1500
693590843962331137,1905,4944
693582294167244802,239,1610
693486665285931008,618,1735
693280720173801472,1206,3276
693267061318012928,793,2328
693262851218264065,486,2158
693231807727280129,722,2811
693155686491000832,3137,7718
693109034023534592,594,1671
693095443459342336,446,1811
692919143163629568,736,2626
692905862751522816,850,2371
692901601640583168,589,1720
692894228850999298,779,2216
692828166163931137,865,2795
692752401762250755,3547,6661
692568918515392513,1498,4263
692535307825213440,1324,3091
692530551048294401,404,1795
692423280028966913,221,1442
692417313023332352,3373,9153
692187005137076224,795,2483
692158366030913536,770,2109
692142790915014657,385,1611
692041934689402880,1236,3332
692017291282812928,932,2832
691820333922455552,1615,3881
691793053716221953,4121,7976
691756958957883396,972,2786
691675652215414786,497,1915
691483041324204033,549,2331
691459709405118465,1115,3968
691444869282295808,832,2584
691416866452082688,7449,18896
691321916024623104,639,2516
691096613310316544,862,2897
691090071332753408,326,1688
690989312272396288,2803,5780
690959652130045952,1215,3505
690938899477221376,1897,4004
690932576555528194,989,3207
690735892932222976,1236,3701
690728923253055490,508,2134
690690673629138944,802,2280
690649993829576704,268,1274
690607260360429569,18,291
690597161306841088,587,1915
690400367696297985,439,1846
690374419777196032,826,3188
690360449368465409,861,2614
690348396616552449,501,1476
690248561355657216,407,1646
690021994562220032,1002,2732
690015576308211712,714,2434
690005060500217858,1641,3586
689999384604450816,360,1389
689993469801164801,439,1428
689977555533848577,437,1341
689905486972461056,686,2393
689877686181715968,1132,2978
689835978131935233,732,2120
689661964914655233,908,3162
689659372465688576,3757,10139
689623661272240129,628,2185
689599056876867584,5370,11381
689557536375177216,445,2001
689517482558820352,1397,3328
689289219123089408,912,2211
689283819090870273,1071,3190
689280876073582592,690,1940
689275259254616065,241,1116
689255633275777024,1060,2501
689154315265683456,974,3017
689143371370250240,495,1977
688916208532455424,845,2656
688908934925697024,743,2069
688898160958271489,764,2050
688894073864884227,668,2187
688828561667567616,361,1350
688804835492233216,189,946
688789766343622656,649,2171
688547210804498433,681,2541
688519176466644993,712,2269
688385280030670848,4367,9077
688211956440801280,809,2191
688179443353796608,575,2090
688116655151435777,755,2771
688064179421470721,352,1692
687841446767013888,2441,5356
687826841265172480,1098,2687
687818504314159109,929,2432
687807801670897665,700,2346
687732144991551489,649,1714
687704180304273409,823,2383
687664829264453632,501,1893
687494652870668288,563,1860
687480748861947905,232,1570
687476254459715584,518,1942
687460506001633280,532,2017
687399393394311168,603,1845
687317306314240000,8950,19709
687312378585812992,1852,4263
687127927494963200,2217,5312
687124485711986689,494,2134
687109925361856513,2396,5675
687102708889812993,949,2304
687096057537363968,593,2190
686947101016735744,3115,8449
686760001961103360,1352,3436
686749460672679938,1416,3404
686730991906516992,1172,4049
686683045143953408,781,2765
686618349602762752,1331,3625
686606069955735556,534,1847
686394059078897668,675,1706
686386521809772549,860,3189
686377065986265092,553,2159
686358356425093120,652,2136
686286779679375361,1627,3920
686050296934563840,710,2165
686035780142297088,114,1124
686034024800862208,1117,3007
686007916130873345,398,2423
686003207160610816,608,1787
685973236358713344,510,2056
685943807276412928,581,1595
685906723014619143,2799,7335
685681090388975616,119,1984
685667379192414208,551,2309
685663452032069632,1418,3161
685641971164143616,757,2870
685547936038666240,15203,32169
685532292383666176,1131,2960
685325112850124800,3858,9225
685321586178670592,619,2586
685315239903100929,1016,3226
685307451701334016,428,2028
685268753634967552,1174,3031
685198997565345792,652,2285
685169283572338688,1395,4023
684969860808454144,359,2336
684959798585110529,3045,6664
684940049151070208,1017,3140
684926975086034944,453,3406
684914660081053696,1417,3427
684902183876321280,515,1817
684880619965411328,791,2035
684830982659280897,21138,34232
684800227459624960,981,2678
684594889858887680,3423,8713
684588130326986752,1377,4022
684567543613382656,1182,2950
684538444857667585,925,2598
684481074559381504,1144,3795
684460069371654144,545,1929
684241637099323392,3187,7934
684225744407494656,201,1206
684222868335505415,1328,3735
684200372118904832,1015,2107
684195085588783105,495,1861
684188786104872960,1138,3413
684177701129875456,650,1973
684147889187209216,1484,2927
684122891630342144,461,1965
684097758874210310,1399,4015
683857920510050305,1094,3726
683852578183077888,338,1897
683849932751646720,930,2553
683834909291606017,1089,2564
683828599284170753,1044,2734
683773439333797890,1310,3264
683742671509258241,3214,6315
683515932363329536,2813,7169
683498322573824003,939,3101
683481228088049664,972,2612
683462770029932544,660,2368
683449695444799489,1578,3792
683391852557561860,2345,7466
683357973142474752,899,2835
683142553609318400,1015,2807
683111407806746624,889,3328
683098815881154561,640,2124
683078886620553216,548,1951
683030066213818368,724,2119
682962037429899265,16060,35891
682808988178739200,165,1738
682788441537560576,1081,2414
682750546109968385,427,1488
682697186228989953,355,1287
682662431982772225,1047,2989
682638830361513985,580,2030
682429480204398592,1123,3350
682406705142087680,1715,7387
682393905736888321,652,2182
682389078323662849,450,1620
682303737705140231,951,2981
682259524040966145,1163,4029
682242692827447297,1130,3151
682088079302213632,9584,17785
682059653698686977,1630,4829
682047327939461121,919,3113
682032003584274432,1947,6440
682003177596559360,1476,3039
681981167097122816,1009,2750
681891461017812993,794,2409
681694085539872773,3956,12519
681679526984871937,429,1727
681654059175129088,904,2572
681610798867845120,451,1856
681579835668455424,1264,3459
681523177663676416,5603,13936
681340665377193984,271,1603
681339448655802368,3980,9071
681320187870711809,719,2577
681302363064414209,1768,3834
681297372102656000,923,3133
681281657291280384,1073,3151
681261549936340994,265,1425
681242418453299201,513,1447
681231109724700672,469,2348
681193455364796417,1435,3603
680970795137544192,641,2355
680959110691590145,1952,4473
680940246314430465,1016,3117
680934982542561280,422,2038
680913438424612864,605,2351
680889648562991104,355,1714
680836378243002368,1284,3372
680805554198020098,649,2097
680801747103793152,800,2323
680798457301471234,1003,2770
680609293079592961,675,2558
680583894916304897,1297,3532
680497766108381184,1855,4130
680494726643068929,472,1677
680473011644985345,726,2482
680440374763077632,486,1416
680221482581123072,286,1433
680206703334408192,1128,2760
680191257256136705,482,2087
680176173301628928,1500,3798
680161097740095489,716,2266
680145970311643136,1695,3508
680130881361686529,910,2229
680115823365742593,876,2655
680100725817409536,1330,3479
680085611152338944,8735,12479
680070545539371008,834,2516
680055455951884288,,
679877062409191424,633,1932
679872969355714560,647,2130
679862121895714818,599,2391
679854723806179328,1189,2772
679844490799091713,735,2302
679828447187857408,13589,35323
679777920601223168,1067,3023
679736210798047232,768,2042
679729593985699840,801,2111
679722016581222400,455,1618
679530280114372609,2019,4651
679527802031484928,700,2567
679511351870550016,1226,3268
679503373272485890,1421,3089
679475951516934144,620,2042
679462823135686656,18191,30671
679405845277462528,1162,2307
679158373988876288,7778,20694
679148763231985668,995,2707
679132435750195208,1118,2901
679111216690831360,2497,5806
679062614270468097,7784,16462
679047485189439488,642,2184
679001094530465792,1183,2758
678991772295516161,1114,2224
678969228704284672,440,1591
678800283649069056,865,2500
678798276842360832,1120,3357
678774928607469569,875,2730
678767140346941444,1315,3423
678764513869611008,461,1590
678755239630127104,3161,6887
678740035362037760,1610,3624
678708137298427904,2340,5426
678675843183484930,1406,2778
678643457146150913,388,1989
678446151570427904,1487,3884
678424312106393600,2455,5298
678410210315247616,1740,4071
678399652199309312,30751,77691
678396796259975168,401,1548
678389028614488064,407,1812
678380236862578688,874,2356
678341075375947776,514,1678
678334497360859136,238,1260
678278586130948096,5874,11072
678255464182861824,352,1535
678023323247357953,369,1848
678021115718029313,6098,13184
677961670166224897,1627,3312
677918531514703872,393,1292
677895101218201600,1996,4651
677716515794329600,944,2942
677700003327029250,1396,3267
677698403548192770,308,1192
677687604918272002,817,2416
677673981332312066,1446,3221
677662372920729601,916,1880
677644091929329666,773,1789
677573743309385728,678,2062
677565715327688705,444,1261
677557565589463040,1115,2372
677547928504967168,3540,6714
677530072887205888,221,1031
677335745548390400,1697,2940
677334615166730240,274,1298
677331501395156992,227,1050
677328882937298944,1446,3524
677314812125323265,514,1588
677301033169788928,388,1189
677269281705472000,680,1905
677228873407442944,1577,3431
677187300187611136,879,2637
676975532580409345,1023,2664
676957860086095872,782,2161
676949632774234114,380,1262
676948236477857792,829,2082
676946864479084545,352,1671
676942428000112642,719,1995
676936541936185344,4750,12264
676916996760600576,1736,2867
676897532954456065,701,2166
676864501615042560,676,2014
676821958043033607,14919,22087
676819651066732545,637,1751
676811746707918848,410,1370
676776431406465024,1947,4811
676617503762681856,917,2769
676613908052996102,193,1038
676606785097199616,415,1829
676603393314578432,369,1116
676593408224403456,2065,4382
676590572941893632,116,885
676588346097852417,751,2221
676582956622721024,263,1143
676575501977128964,1068,2476
676533798876651520,529,1806
676496375194980353,510,1463
676470639084101634,4479,11166
676440007570247681,631,1656
676430933382295552,324,1342
676263575653122048,516,2002
676237365392908289,273,1160
676219687039057920,29736,73597
676215927814406144,552,1664
676191832485810177,991,2180
676146341966438401,634,1842
676121918416756736,1115,2081
676101918813499392,1121,2721
676098748976615425,1355,2875
676089483918516224,419,1251
675898130735476737,542,1543
675891555769696257,818,2030
675888385639251968,914,2276
675878199931371520,1342,3993
675870721063669760,539,1557
675853064436391936,1226,2580
675849018447167488,137,901
675845657354215424,837,2164
675822767435051008,513,1462
675820929667219457,225,997
675798442703122432,3276,9819
675781562965868544,446,1551
675740360753160193,327,1117
675710890956750848,776,1801
675707330206547968,650,1888
675706639471788032,90,620
675534494439489536,391,1757
675531475945709568,364,1130
675522403582218240,274,992
675517828909424640,443,1231
675501075957489664,5573,16415
675497103322386432,1229,2998
675489971617296384,565,1235
675483430902214656,932,1767
675432746517426176,544,1448
675372240448454658,493,1609
675362609739206656,219,1009
675354435921575936,15977,31103
675349384339542016,2164,3747
675334060156301312,1224,2640
675166823650848770,1509,3395
675153376133427200,2441,5948
675149409102012420,1604,3574
675147105808306176,219,897
675146535592706048,279,1125
675145476954566656,845,2030
675135153782571009,451,1241
675113801096802304,742,1853
675111688094527488,239,914
675109292475830276,1075,2671
675047298674663426,304,1014
675015141583413248,1120,2572
675006312288268288,211,932
675003128568291329,436,1490
674999807681908736,1049,2134
674805413498527744,339,819
674800520222154752,805,2867
674793399141146624,1033,2381
674790488185167872,239,1042
674788554665512960,198,771
674781762103414784,1132,1910
674774481756377088,446,1055
674767892831932416,735,1730
674764817387900928,225,753
674754018082705410,415,1298
674752233200820224,438,1390
674743008475090944,518,1322
674742531037511680,49,459
674739953134403584,366,1047
674737130913071104,82,616
674690135443775488,448,1092
674670581682434048,610,1533
674664755118911488,232,870
674646392044941312,460,1368
674644256330530816,259,983
674638615994089473,555,1605
674632714662858753,545,1433
674606911342424069,93,893
674468880899788800,1922,5929
674447403907457024,342,1010
674436901579923456,368,1057
674422304705744896,512,1361
674416750885273600,130,656
674410619106390016,436,1140
674394782723014656,541,1440
674372068062928900,301,808
674330906434379776,71,539
674318007229923329,489,1339
674307341513269249,6558,10794
674291837063053312,5524,13946
674271431610523648,691,1477
674269164442398721,217,868
674265582246694913,799,1547
674262580978937856,426,1245
674255168825880576,514,1389
674082852460433408,157,725
674075285688614912,269,942
674063288070742018,2062,6049
674053186244734976,1214,3123
674051556661161984,464,1380
674045139690631169,604,1334
674042553264685056,119,684
674038233588723717,397,1053
674036086168010753,193,812
674024893172875264,1151,1685
674019345211760640,287,1071
674014384960745472,602,1478
674008982932058114,335,1136
673956914389192708,901,1849
673919437611909120,351,1112
673906403526995968,1544,3010
673887867907739649,239,891
673716320723169284,709,2923
673715861853720576,1940,3351
673711475735838725,283,990
673709992831262724,251,796
673708611235921920,269,1017
673707060090052608,368,1040
673705679337693185,387,1194
673700254269775872,537,1354
673697980713705472,1847,3747
673689733134946305,609,1645
673688752737402881,464,1197
673686845050527744,407,1357
673680198160809984,436,1300
673662677122719744,345,1186
673656262056419329,221,685
673636718965334016,339,1039
673612854080196609,676,1512
673583129559498752,338,1133
673580926094458881,260,787
673576835670777856,529,1309
673363615379013632,286,972
673359818736984064,629,1365
673355879178194945,536,1419
673352124999274496,508,1577
673350198937153538,195,713
673345638550134785,1182,2375
673343217010679808,252,914
673342308415348736,537,1202
673320132811366400,7383,12733
673317986296586240,238,831
673295268553605120,2967,7118
673270968295534593,343,1012
673240798075449344,671,1357
673213039743795200,789,2114
673148804208660480,588,1607
672997845381865473,669,1868
672995267319328768,271,899
672988786805112832,271,927
672984142909456390,513,1192
672980819271634944,951,1722
672975131468300288,848,1583
672970152493887488,336,898
672968025906282496,505,1258
672964561327235073,607,1350
672902681409806336,463,1291
672898206762672129,398,852
672884426393653248,793,1454
672877615439593473,329,976
672834301050937345,536,1240
672828477930868736,458,1182
672640509974827008,296,925
672622327801233409,454,1217
672614745925664768,546,1155
672609152938721280,365,1049
672604026190569472,376,1044
672594978741354496,575,1258
672591762242805761,314,902
672591271085670400,176,682
672538107540070400,342,965
672523490734551040,157,591
672488522314567680,404,1049
672482722825261057,560,1060
672481316919734272,122,683
672475084225949696,656,1368
672466075045466113,496,1282
672272411274932228,3144,6082
672267570918129665,578,1407
672264251789176834,314,1072
672256522047614977,1440,2674
672254177670729728,696,1357
672248013293752320,563,1640
672245253877968896,145,644
672239279297454080,303,850
672231046314901505,946,1716
672222792075620352,199,742
672205392827572224,1079,2124
672169685991993344,344,966
672160042234327040,336,832
672139350159835138,650,1647
672125275208069120,1074,2259
672095186491711488,343,939
672082170312290304,344,895
672068090318987265,477,1219
671896809300709376,3918,8046
671891728106971137,535,1237
671882082306625538,1301,3272
671879137494245376,620,1338
671874878652489728,518,1184
671866342182637568,459,1057
671855973984772097,407,849
671789708968640512,3238,6667
671768281401958400,461,1125
671763349865160704,844,1579
671744970634719232,714,1277
671743150407421952,223,712
671735591348891648,702,1365
671729906628341761,4075,8026
671561002136281088,6777,12061
671550332464455680,197,860
671547767500775424,549,1266
671544874165002241,983,1856
671542985629241344,529,1027
671538301157904385,360,876
671536543010570240,377,1105
671533943490011136,543,961
671528761649688577,239,790
671520732782923777,495,1313
671518598289059840,276,891
671511350426865664,658,1496
671504605491109889,3339,6581
671497587707535361,420,866
671488513339211776,449,942
671486386088865792,182,546
671485057807351808,220,718
671390180817915904,695,1358
671362598324076544,278,1042
671357843010908160,146,374
671355857343524864,112,457
671347597085433856,394,902
671186162933985280,193,692
671182547775299584,314,1050
671166507850801152,321,826
671163268581498880,1025,1550
671159727754231808,74,343
671154572044468225,205,666
671151324042559489,141,628
671147085991960577,201,625
671141549288370177,614,1085
671138694582165504,374,873
671134062904504320,177,699
671122204919246848,2343,3283
671115716440031232,725,1291
671109016219725825,407,1077
670995969505435648,272,1038
670842764863651840,8120,23315
670840546554966016,181,548
670838202509447168,645,1045
670833812859932673,113,411
670832455012716544,200,688
670826280409919488,3797,5199
670823764196741120,174,729
670822709593571328,89,571
670815497391357952,1440,2991
670811965569282048,253,1064
670807719151067136,458,1102
670804601705242624,898,1843
670803562457407488,83,321
670797304698376195,218,695
670792680469889025,257,780
670789397210615808,223,622
670786190031921152,187,563
670783437142401025,356,782
670782429121134593,718,1454
670780561024270336,270,751
670778058496974848,69,314
670764103623966721,392,1023
670755717859713024,98,413
670733412878163972,476,903
670727704916926465,334,786
670717338665226240,447,1114
670704688707301377,345,730
670691627984359425,225,554
670679630144274432,263,706
670676092097810432,38,230
670668383499735048,4671,10082
670474236058800128,689,1420
670468609693655041,82,337
670465786746662913,508,916
670452855871037440,189,518
670449342516494336,605,1142
670444955656130560,1864,6354
670442337873600512,187,606
670435821946826752,480,997
670434127938719744,601,1334
670433248821026816,103,311
670428280563085312,578,1310
670427002554466305,148,491
670421925039075328,595,1231
670420569653809152,294,584
670417414769758208,302,538
670411370698022913,831,1899
670408998013820928,205,523
670403879788544000,143,404
670385711116361728,191,530
670374371102445568,251,705
670361874861563904,60,311
670338931251150849,101,404
670319130621435904,1138,3674
670303360680108032,123,409
670290420111441920,267,656
670093938074779648,308,972
670086499208155136,235,657
670079681849372674,1142,2091
670073503555706880,737,1472
670069087419133954,223,586
670061506722140161,310,714
670055038660800512,302,627
670046952931721218,160,609
670040295598354432,104,709
670037189829525505,256,559
670003130994700288,84,314
669993076832759809,77,304
669972011175813120,146,416
669970042633789440,51,283
669942763794931712,148,475
669926384437997569,89,355
669923323644657664,53,221
669753178989142016,372,756
669749430875258880,61,244
669684865554620416,83,481
669683899023405056,102,359
669682095984410625,125,331
669680153564442624,268,630
669661792646373376,401,763
669625907762618368,1690,3316
669603084620980224,337,899
669597912108789760,141,484
669583744538451968,864,1399
669573570759163904,130,410
669571471778410496,947,1492
669567591774625800,48,219
669564461267722241,112,367
669393256313184256,69,338
669375718304980992,678,1246
669371483794317312,166,462
669367896104181761,141,432
669363888236994561,214,589
669359674819481600,113,347
669354382627049472,1194,2539
669353438988365824,241,591
669351434509529089,169,407
669328503091937280,388,956
669327207240699904,113,542
669324657376567296,195,463
669216679721873412,377,1124
669214165781868544,149,410
669203728096960512,435,948
669037058363662336,288,616
669015743032369152,348,699
669006782128353280,227,545
669000397445533696,5944,19692
668994913074286592,209,416
668992363537309700,316,704
668989615043424256,309,630
668988183816871936,431,848
668986018524233728,151,516
668981893510119424,280,507
668979806671884288,328,752
668975677807423489,545,1233
668967877119254528,21,134
668960084974809088,227,660
668955713004314625,66,258
668932921458302977,53,245
668902994700836864,93,298
668892474547511297,137,374
668872652652679168,281,497
668852170888998912,149,422
668826086256599040,124,407
668815180734689280,242,520
668779399630725120,344,672
668655139528511488,203,492
668645506898350081,493,820
668643542311546881,483,816
668641109086707712,501,1003
668636665813057536,461,973
668633411083464705,1491,2629
668631377374486528,296,667
668627278264475648,103,295
668625577880875008,120,360
668623201287675904,699,1336
668620235289837568,37,185
668614819948453888,299,578
668587383441514497,995,1574
668567822092664832,49,225
668544745690562560,212,479
668542336805281792,197,428
668537837512433665,67,238
668528771708952576,204,436
668507509523615744,97,306
668496999348633600,121,379
668484198282485761,219,397
668480044826800133,134,430
668466899341221888,474,838
668297328638447616,274,590
668291999406125056,29,228
668286279830867968,127,472
668274247790391296,220,769
668268907921326080,218,519
668256321989451776,555,1211
668248472370458624,443,902
668237644992782336,2637,5824
668226093875376128,94,276
668221241640230912,182,486
668204964695683073,183,525
668190681446379520,187,608
668171859951755264,176,454
668154635664932864,289,466
668142349051129856,260,543
668113020489474048,218,626
667937095915278337,740,1173
667924896115245057,100,276
667915453470232577,53,196
667911425562669056,276,464
667902449697558528,356,806
667886921285246976,999,1757
667885044254572545,434,772
667878741721415682,110,370
667873844930215936,378,587
667866724293877760,965,2860
667861340749471744,74,229
667832474953625600,57,275
