tweet_id, retweet_count, favorite_count 
784826020293709826,3248,10104
784517518371221505,2536,8957
784431430411685888,1270,5705
784183165795655680,8023,20053
784057939640352768,11090,29723
783839966405230592,10762,29988
783821107061198850,1969,7351
783695101801398276,3204,10463
783466772167098368,2239,8437
783391753726550016,5462,16875
783347506784731136,5524,0
783334639985389568,11632,29106
783085703974514689,2198,8146
782969140009107456,7359,24061
782747134529531904,1407,7450
782722598790725632,5385,17232
782598640137187329,1872,7774
782305867769217024,5541,16592
782021823840026624,6184,0
781955203444699136,3361,11099
781661882474196992,2708,10400
781655249211752448,1129,3983
781524693396357120,5545,20709
781308096455073793,2549,7132
781251288990355457,2076,8420
781163403222056960,2746,9778
780931614150983680,7277,21573
780858289093574656,2000,7168
780800785462489090,1298,5467
780601303617732608,3351,12067
780543529827336192,1742,6277
780496263422808064,3670,0
780476555013349377,112,0
780459368902959104,1077,5278
780192070812196864,2232,8688
780092040432480260,2290,0
780074436359819264,4941,12137
779834332596887552,7007,18823
779377524342161408,3103,8762
779124354206535695,18191,0
779123168116150273,,
779056095788752897,4519,14692
778990705243029504,7163,19874
778774459159379968,9834,0
778764940568104960,360,865
778748913645780993,1304,6857
778650543019483137,1492,5742
778624900596654080,1009,4620
778408200802557953,4304,13578
778396591732486144,12150,0
778383385161035776,1099,5805
778286810187399168,3272,10319
778039087836069888,2628,8463
778027034220126208,1601,6514
777953400541634568,3506,0
777885040357281792,1623,6315
777684233540206592,2923,11184
777641927919427584,4208,0
777621514455814149,2493,8694
777189768882946048,4284,14206
776819012571455488,13589,0
776813020089548800,1202,4854
776477788987613185,2756,8778
776249906839351296,9058,0
776218204058357768,15743,29720
776201521193218049,2508,9568
776113305656188928,4335,11692
776088319444877312,151,1828
775898661951791106,16413,0
775842724423557120,2639,11649
775733305207554048,3969,13799
775729183532220416,4569,12924
775364825476165632,2942,7351
775350846108426240,3884,10105
775096608509886464,,
775085132600442880,4702,15456
774757898236878852,1780,8555
774639387460112384,1720,6699
774314403806253056,5484,21621
773985732834758656,3826,10664
773922284943896577,1741,6356
773704687002451968,1616,6561
773670353721753600,1305,5329
773547596996571136,6100,21975
773336787167145985,5028,0
773308824254029826,7424,23163
773247561583001600,3237,9402
773191612633579521,4094,9919
772877495989305348,3838,8506
772826264096874500,2332,7992
772615324260794368,3355,0
772581559778025472,1691,6431
772193107915964416,1380,6005
772152991789019136,1123,3779
772117678702071809,736,3755
772114945936949249,466,2710
772102971039580160,937,3968
771908950375665664,1885,6522
771770456517009408,3343,11918
771500966810099713,2590,8201
771380798096281600,5028,10394
771171053431250945,7384,0
771136648247640064,2897,9083
771102124360998913,1429,6200
771014301343748096,1642,6824
771004394259247104,,
770787852854652928,1193,4900
770772759874076672,1407,5134
770743923962707968,,
770655142660169732,1756,7278
770414278348247044,2082,6293
770293558247038976,1458,6184
770093767776997377,3025,0
770069151037685760,2277,7534
769940425801170949,9463,31068
769695466921623552,1673,6366
769335591808995329,7658,0
769212283578875904,1702,5349
768970937022709760,6445,14222
768909767477751808,2644,0
768855141948723200,879,4156
768609597686943744,1188,4088
768596291618299904,1274,5001
768554158521745409,5787,0
768473857036525572,3386,13523
768193404517830656,3506,10780
767884188863397888,1369,4713
767754930266464257,5336,15863
767500508068192258,2322,7448
767191397493538821,3719,12210
767122157629476866,2828,10097
766864461642756096,5574,0
766793450729734144,1344,5020
766714921925144576,375,2591
766693177336135680,785,3979
766423258543644672,1565,5948
766313316352462849,1873,6727
766078092750233600,2591,0
766069199026450432,845,4191
766008592277377025,493,3706
765719909049503744,2133,7163
765669560888528897,1215,5149
765395769549590528,3353,26405
765371061932261376,2143,7006
765222098633691136,3355,11517
764857477905154048,1762,6396
764259802650378240,1488,5958
763956972077010945,54,755
763837565564780549,4103,12443
763183847194451968,1451,5329
763167063695355904,2967,0
763103485927849985,2273,7296
762699858130116608,3568,11998
762471784394268675,6338,11109
762464539388485633,4130,10181
762316489655476224,1108,4753
762035686371364864,15374,31523
761976711479193600,1987,5345
761750502866649088,3858,0
761745352076779520,854,4227
761672994376806400,28718,48929
761599872357261312,1180,4087
761371037149827077,17863,0
761334018830917632,1436,5134
761292947749015552,1072,4431
761227390836215808,1546,5273
761004547850530816,3432,11192
760893934457552897,960,3775
760656994973933572,1884,6515
760641137271070720,1278,4919
760539183865880579,3570,7479
760521673607086080,1372,4166
760290219849637889,11323,26500
760252756032651264,860,3914
760190180481531904,1775,5633
760153949710192640,30,0
759943073749200896,2049,5875
759923798737051648,5574,14519
759846353224826880,1940,6660
759793422261743616,1882,5883
759566828574212096,,
759557299618865152,1171,4636
759447681597108224,2427,8381
759446261539934208,479,1651
759197388317847553,1919,6005
759159934323924993,1138,0
759099523532779520,4104,14329
759047813560868866,1978,6406
758854675097526272,885,3504
758828659922702336,3788,11090
758740312047005698,1596,5680
758474966123810816,988,3755
758467244762497024,2181,4732
758405701903519748,1878,5148
758355060040593408,1050,3357
758099635764359168,9834,18842
758041019896193024,369,2657
757741869644341248,3203,6798
757729163776290825,7784,0
757725642876129280,1193,4489
757611664640446465,1092,4513
757597904299253760,297,0
757596066325864448,1038,4278
757400162377592832,6744,14932
757393109802180609,1711,5739
757354760399941633,1400,4463
756998049151549440,1961,6202
756939218950160384,1974,6555
756651752796094464,1280,4977
756526248105566208,3519,10286
756303284449767430,1088,3880
756288534030475264,17428,43454
756275833623502848,1508,6322
755955933503782912,2832,7220
755206590534418437,5280,16220
755110668769038337,10922,20915
754874841593970688,7778,0
754856583969079297,2475,6822
754747087846248448,512,2556
754482103782404096,1922,5222
754449512966619136,723,3699
754120377874386944,2321,7788
754011816964026368,,
753655901052166144,2138,5767
753420520834629632,3496,7793
753398408988139520,1873,5680
753375668877008896,2290,7538
753298634498793472,5603,0
753294487569522689,1023,3319
753039830821511168,20537,36614
753026973505581056,945,3875
752932432744185856,6763,12447
752917284578922496,1551,6849
752701944171524096,2813,0
752682090207055872,1569,5933
752660715232722944,1532,4324
752568224206688256,2240,5418
752519690950500352,3389,7267
752334515931054080,1073,3771
752309394570878976,15977,0
752173152931807232,1804,5873
751950017322246144,896,3025
751937170840121344,1301,5119
751830394383790080,1913,5724
751793661361422336,2853,5735
751598357617971201,2999,7813
751583847268179968,1080,4328
751538714308972544,1240,4966
751456908746354688,983,3166
751251247299190784,5775,12322
751205363882532864,1784,6235
751132876104687617,1280,4993
750868782890057730,1339,4706
750719632563142656,4936,12966
750506206503038976,1128,4382
750429297815552001,4208,12968
750383411068534784,1131,4499
750381685133418496,27,683
750147208377409536,940,3053
750132105863102464,1269,3559
750117059602808832,1288,4270
750101899009982464,827,3000
750086836815486976,524,2136
750071704093859840,3257,7721
750056684286914561,882,3113
750041628174217216,601,3127
750026558547456000,771,2684
750011400160841729,891,3203
749996283729883136,801,3021
749981277374128128,2421,5042
749774190421639168,1300,4594
749417653287129088,1616,6014
749403093750648834,525,2579
749395845976588288,3374,8438
749317047558017024,2195,5412
749075273010798592,2043,5670
749064354620928000,1500,4729
749036806121881602,782,3044
748977405889503236,3334,10592
748932637671223296,2205,5711
748705597323898880,934,2727
748699167502000129,1553,4673
748692773788876800,1309,4181
748575535303884801,1940,5963
748568946752774144,661,2167
748346686624440324,1211,5136
748337862848962560,4022,7496
748324050481647620,742,3633
748307329658011649,699,3613
748220828303695873,7625,13899
747963614829678593,2096,5687
747933425676525569,2494,6497
747885874273214464,949,2888
747844099428986880,731,2772
747816857231626240,1138,4763
747651430853525504,152,1361
747648653817413632,5735,12675
747600769478692864,548,2291
747594051852075008,1039,3613
747512671126323200,1582,5435
747461612269887489,1024,3810
747439450712596480,1875,5330
747242308580548608,2856,0
747219827526344708,1536,5169
747204161125646336,899,3308
747103485104099331,3882,9393
746906459439529985,291,2848
746872823977771008,2090,5885
746818907684614144,1707,5230
746790600704425984,1568,4775
746757706116112384,3827,9395
746726898085036033,1756,5939
746542875601690625,1842,4944
746521445350707200,965,0
746507379341139972,1065,4579
746369468511756288,1602,6071
746131877086527488,2146,6789
746056683365994496,799,3503
745789745784041472,1044,3953
745712589599014916,2282,6876
745433870967832576,2486,6944
745422732645535745,2378,8426
745314880350101504,2698,7043
745074613265149952,3400,7684
745057283344719872,2200,7130
744995568523612160,599,2922
744971049620602880,2632,7735
744709971296780288,1531,5495
744334592493166593,2060,6655
744234799360020481,76063,153368
744223424764059648,354,1626
743980027717509120,1072,4094
743895849529389061,948,3583
743835915802583040,2023,0
743609206067040256,1354,4390
743595368194129920,6374,17980
743545585370791937,921,3462
743510151680958465,3655,7765
743253157753532416,1196,4138
743222593470234624,1867,6073
743210557239623680,1334,3768
742534281772302336,3490,6926
742528092657332225,1922,4332
742465774154047488,3834,7110
742423170473463808,3670,9614
742385895052087300,1917,6670
742161199639494656,1336,4233
742150209887731712,1514,5001
741793263812808706,1476,4447
741743634094141440,2679,8008
741438259667034112,804,3611
741303864243200000,3131,8603
741099773336379392,5383,9771
741067306818797568,3025,9340
740995100998766593,2666,6226
740711788199743490,913,3332
740699697422163968,759,2790
740676976021798912,6658,17780
740373189193256964,13015,34309
740365076218183684,421,2411
740359016048689152,846,3226
740214038584557568,1919,6548
739979191639244800,5786,19517
739932936087216128,1053,3974
739844404073074688,839,3726
739623569819336705,1327,3683
739606147276148736,1612,5272
739544079319588864,20703,38624
739485634323156992,2857,7004
739238157791694849,56571,113338
738891149612572673,6,105
738885046782832640,1114,3690
738883359779196928,769,3231
738537504001953792,1493,4971
738402415918125056,808,3183
738184450748633089,1186,4229
738166403467907072,3265,8574
738156290900254721,624,2444
737826014890496000,1722,5149
737800304142471168,3372,9764
737678689543020544,1278,4928
737445876994609152,4336,10023
737322739594330112,791,3525
737310737551491075,7229,14320
736736130620620800,1684,4148
736392552031657984,7180,17289
736365877722001409,1207,3872
736225175608430592,2711,7911
736010884653420544,2901,7708
